Status,Knoten Nr. oben,Knoten Nr. unten,Deckelhoehe oben,Deckelhoehe unten,Sohlhoehe oben,Sohlhoehe unten,Laenge,DN
,K3,K4,239.965,228.595,235.864,223.703,61.42,300.0
