Entleerungszeit (Sek),Durchflussrate (m³/s),Volumen (m³),Höhe (m)
1767.8538443714015,0.039326932549408694,377.2727272727273,3.772727272727273
1652.6186865716104,0.03956313246619709,381.8181818181818,3.8181818181818183
1538.067435068972,0.03979793056592234,386.3636363636364,3.8636363636363638
1424.1880557995055,0.040031351515057455,390.90909090909093,3.909090909090909
1310.9688635335024,0.04026341926506255,395.45454545454544,3.9545454545454546
1198.3985078811127,0.04049415708106946,400.0,4.0
1086.4659600116024,0.04072358756910355,404.54545454545456,4.045454545454546
975.1605000422851,0.04095173270193292,409.09090909090907,4.090909090909091
864.471705056305,0.041178613843628586,413.6363636363637,4.136363636363637
754.3894377113943,0.041404251772913334,418.1818181818182,4.181818181818182
644.9038354043207,0.0416286667053716,422.72727272727275,4.2272727272727275
536.0052999583016,0.04185187831458741,427.27272727272725,4.2727272727272725
