Entleerungszeit (Sek),Durchflussrate (m³/s),Volumen (m³),Höhe (m)
20954.335108768904,0.0,0.0,0.0
18848.345190976346,0.004316691648950311,4.545454545454546,0.045454545454545456
17976.015604805645,0.00610472387452821,9.090909090909092,0.09090909090909091
17306.653570924238,0.007476729256590215,13.636363636363635,0.13636363636363635
16742.35527318372,0.008633383297900622,18.181818181818183,0.18181818181818182
16245.198492655358,0.009652415964958557,22.72727272727273,0.2272727272727273
15795.734406731028,0.01057369191686159,27.27272727272727,0.2727272727272727
15382.409522680198,0.011420892589671855,31.818181818181817,0.3181818181818182
14997.696100842262,0.01220944774905642,36.36363636363637,0.36363636363636365
14636.365355390975,0.012950074946850933,40.909090909090914,0.4090909090909091
14294.610239193375,0.013650577567310975,45.45454545454546,0.4545454545454546
13969.556739179276,0.014316846535228732,50.0,0.5
13658.972033079564,0.01495345851318043,54.54545454545454,0.5454545454545454
13361.080474557319,0.015564053080657546,59.09090909090909,0.5909090909090909
13074.442376388595,0.016151581194720318,63.63636363636363,0.6363636363636364
12797.87122987734,0.01671847486709719,68.18181818181819,0.6818181818181819
12530.37543759834,0.017266766595801245,72.72727272727273,0.7272727272727273
12271.116231223972,0.017798175621843805,77.27272727272727,0.7727272727272727
12019.376596878818,0.01831417162358463,81.81818181818183,0.8181818181818182
11774.537880995218,0.01881602266820036,86.36363636363636,0.8636363636363636
11536.06187654179,0.019304831929917114,90.90909090909092,0.9090909090909092
11303.476897670263,0.019781566233098544,95.45454545454545,0.9545454545454546
11076.366808325016,0.02024707854053473,100.0,1.0
10854.362273240155,0.020702125886456667,104.54545454545455,1.0454545454545454
10637.13370469314,0.02114738383372318,109.09090909090908,1.0909090909090908
10424.385519805657,0.02158345824475156,113.63636363636364,1.1363636363636365
10215.851422514523,0.022010894952160652,118.18181818181819,1.1818181818181819
10011.290495234887,0.022430187769770647,122.72727272727273,1.2272727272727273
9810.483936591483,0.02284178517934371,127.27272727272727,1.2727272727272727
9613.232319291841,0.023246095951178627,131.8181818181818,1.3181818181818181
9419.353270234058,0.023643493899242574,136.36363636363637,1.3636363636363638
9228.679496003664,0.024034321928351508,140.9090909090909,1.4090909090909092
9041.057092915446,0.02441889549811284,145.45454545454547,1.4545454545454546
8856.344093031556,0.02479750560318261,150.0,1.5
8674.409207090755,0.025170421349909704,154.54545454545453,1.5454545454545454
8495.130732704189,0.025537892194229885,159.0909090909091,1.590909090909091
8318.395602013004,0.025900149893701867,163.63636363636365,1.6363636363636365
8144.098547633946,0.026257410217086188,168.1818181818182,1.6818181818181819
7972.14136941641,0.026609874447288538,172.72727272727272,1.7272727272727273
7802.432287506601,0.026957730707397775,177.27272727272728,1.7727272727272727
7634.885369617827,0.02730115513462195,181.81818181818184,1.8181818181818183
7469.420022361574,0.027640312922917708,186.36363636363637,1.8636363636363638
7305.960538093454,0.02797535925182962,190.9090909090909,1.9090909090909092
7144.435690043779,0.0283064401163595,195.45454545454547,1.9545454545454546
6984.778369589638,0.028633693070457465,200.0,2.0
6826.925260428228,0.02895724789487566,204.54545454545453,2.0454545454545454
6670.816545164295,0.029277227198582154,209.0909090909091,2.090909090909091
6516.395640455508,0.029593746961638967,213.63636363636363,2.1363636363636362
6363.608957390214,0.02990691702636086,218.18181818181816,2.1818181818181817
6212.405684220354,0.030216841542652178,222.72727272727275,2.2272727272727275
6062.737588952078,0.03052361937264105,227.27272727272728,2.272727272727273
5914.558839619854,0.030827344459067266,231.81818181818184,2.3181818181818183
5767.825840345723,0.031128106161315092,236.36363636363637,2.3636363636363638
5622.497081521567,0.03142598956249779,240.9090909090909,2.409090909090909
5478.53300265525,0.03172107575058477,245.45454545454547,2.4545454545454546
5335.895866596334,0.03201344207620378,250.0,2.5
5194.549644008276,0.032303162389440636,254.54545454545453,2.5454545454545454
5054.45990708494,0.032590307257690736,259.09090909090907,2.590909090909091
4915.5937316230975,0.03287494416638311,263.6363636363636,2.6363636363636362
4777.9196066617305,0.033157137704194616,268.1818181818182,2.681818181818182
4641.407350985582,0.03343694973419438,272.72727272727275,2.7272727272727275
4506.028035866177,0.03371443955220313,277.2727272727273,2.772727272727273
4371.753913480091,0.033989664033515776,281.8181818181818,2.8181818181818183
4238.5583505027635,0.034262677769015565,286.3636363636364,2.8636363636363638
4106.415766427704,0.03453353319160249,290.90909090909093,2.909090909090909
3975.301576206485,0.034802280693765286,295.45454545454544,2.9545454545454546
3845.192136845286,0.03506896873704366,300.0,3.0
3716.0646976294024,0.035333643954054084,304.54545454545456,3.0454545454545454
3587.897353679004,0.03559635124368761,309.09090909090907,3.090909090909091
3460.6690025676016,0.035857133860029825,313.6363636363636,3.1363636363636362
3334.359303759961,0.0361160334955019,318.1818181818182,3.181818181818182
3208.9486406486662,0.03637309035867495,322.72727272727275,3.2272727272727275
3084.4180849887107,0.03662834324716926,327.2727272727273,3.272727272727273
2960.7493635475416,0.03688182961601237,331.8181818181818,3.3181818181818183
2837.924826804165,0.03713358564179716,336.3636363636364,3.3636363636363638
2715.9274195455373,0.03738364628295108,340.90909090909093,3.409090909090909
2594.740653221518,0.03763204533640072,345.45454545454544,3.4545454545454546
2474.348579931536,0.03787881549089196,350.0,3.5
2354.735767926777,0.03812398837720358,354.54545454545456,3.5454545454545454
2235.8872785213543,0.038367594615472976,359.09090909090907,3.590909090909091
2117.7886443146645,0.03860966385983423,363.6363636363637,3.6363636363636367
2000.4258486350511,0.038850224840552804,368.1818181818182,3.681818181818182
1883.785306122099,0.039089305403826546,372.72727272727275,3.7272727272727275
